word,normalized,familiarity,sense_key,sense_definition,category_key,relation_type,status,semantic_status,gameplay_difficulty,fit,obviousness,risk_flags,reason
steel,steel,0.673,,,hard_things,has_property,approved,unreviewed,0.273,0.97,0.7,,Steel feels hard and solid
wood,wood,0.683,,,hard_things,has_property,approved,unreviewed,0.27,0.97,0.7,,Wood feels hard and solid
anchor,anchor,0.574,,,heavy_things,has_property,alternative,unreviewed,0.307,0.97,0.68,,Anchor is hard to lift because of its weight
anvil,anvil,0.434,,,heavy_things,has_property,alternative,unreviewed,0.347,0.97,0.68,,Anvil is hard to lift because of its weight
barbell,barbell,0.379,,,heavy_things,has_property,alternative,unreviewed,0.363,0.97,0.68,,Barbell is hard to lift because of its weight
bathtub,bathtub,0.493,,,heavy_things,has_property,alternative,unreviewed,0.33,0.97,0.68,,Bathtub is hard to lift because of its weight
boulder,boulder,0.53,,,heavy_things,has_property,alternative,unreviewed,0.32,0.97,0.68,,Boulder is hard to lift because of its weight
cannon,cannon,0.574,,,heavy_things,has_property,alternative,unreviewed,0.307,0.97,0.68,,Cannon is hard to lift because of its weight
elephant,elephant,0.583,,,heavy_things,has_property,alternative,unreviewed,0.304,0.97,0.68,,Elephant is hard to lift because of its weight
piano,piano,0.616,,,heavy_things,has_property,alternative,unreviewed,0.295,0.97,0.68,,Piano is hard to lift because of its weight
refrigerator,refrigerator,0.516,,,heavy_things,has_property,alternative,unreviewed,0.324,0.97,0.68,,Refrigerator is hard to lift because of its weight
statue,statue,0.584,,,heavy_things,has_property,alternative,unreviewed,0.304,0.97,0.68,,Statue is hard to lift because of its weight
tractor,tractor,0.54,,,heavy_things,has_property,alternative,unreviewed,0.317,0.97,0.68,,Tractor is hard to lift because of its weight
truck,truck,0.663,,,heavy_things,has_property,alternative,unreviewed,0.282,0.97,0.68,,Truck is hard to lift because of its weight
whale,whale,0.569,,,heavy_things,has_property,alternative,unreviewed,0.308,0.97,0.68,,Whale is hard to lift because of its weight
engine,engine,0.691,,,heavy_things,has_property,approved,unreviewed,0.274,0.97,0.68,,Engine is hard to lift because of its weight
safe,safe,0.724,,,heavy_things,has_property,approved,unreviewed,0.271,0.97,0.68,,Safe is hard to lift because of its weight
cinderblock,cinderblock,0.273,,,heavy_things,has_property,hard_only,unreviewed,0.393,0.97,0.68,"[""obscure""]",Cinderblock is hard to lift because of its weight
boiling water,boiling water,0.534,,,hot_things,has_property,alternative,unreviewed,0.272,0.97,0.75,"[""multiword""]",Boiling water is hot by its physical nature
campfire,campfire,0.443,,,hot_things,has_property,alternative,unreviewed,0.298,0.97,0.75,,Campfire is hot by its physical nature
candle,candle,0.554,,,hot_things,has_property,alternative,unreviewed,0.267,0.97,0.75,,Candle is hot by its physical nature
ember,ember,0.424,,,hot_things,has_property,alternative,unreviewed,0.304,0.97,0.75,,Ember is hot by its physical nature
furnace,furnace,0.517,,,hot_things,has_property,alternative,unreviewed,0.277,0.97,0.75,,Furnace is hot by its physical nature
iron,iron,0.677,iron_appliance,A heated flat tool pressed over clothes to smooth them,hot_things,has_property,alternative,unreviewed,0.232,0.97,0.75,,Iron is hot by its physical nature
lava,lava,0.533,,,hot_things,has_property,alternative,unreviewed,0.273,0.97,0.75,,Lava is hot by its physical nature
magma,magma,0.456,,,hot_things,has_property,alternative,unreviewed,0.295,0.97,0.75,,Magma is hot by its physical nature
oven,oven,0.579,,,hot_things,has_property,alternative,unreviewed,0.26,0.97,0.75,,Oven is hot by its physical nature
radiator,radiator,0.477,,,hot_things,has_property,alternative,unreviewed,0.289,0.97,0.75,,Radiator is hot by its physical nature
sauna,sauna,0.464,,,hot_things,has_property,alternative,unreviewed,0.292,0.97,0.75,,Sauna is hot by its physical nature
stove,stove,0.53,,,hot_things,has_property,alternative,unreviewed,0.274,0.97,0.75,,Stove is hot by its physical nature
torch,torch,0.534,,,hot_things,has_property,alternative,unreviewed,0.272,0.97,0.75,,Torch is hot by its physical nature
coal,coal,0.641,,,hot_things,has_property,approved,unreviewed,0.242,0.97,0.75,,Coal is hot by its physical nature
engine,engine,0.691,,,hot_things,has_property,approved,unreviewed,0.228,0.97,0.75,,Engine is hot by its physical nature
fire,fire,0.757,,,hot_things,has_property,approved,unreviewed,0.225,0.97,0.75,,Fire is hot by its physical nature
steam,steam,0.646,,,hot_things,has_property,approved,unreviewed,0.24,0.97,0.75,,Steam is hot by its physical nature
sun,sun,0.71,,,hot_things,has_property,approved,unreviewed,0.225,0.97,0.75,,Sun is hot by its physical nature
balloon,balloon,0.557,,,light_things,has_property,alternative,unreviewed,0.312,0.97,0.68,,Balloon weighs almost nothing
bubble,bubble,0.594,,,light_things,has_property,alternative,unreviewed,0.301,0.97,0.68,,Bubble weighs almost nothing
confetti,confetti,0.433,,,light_things,has_property,alternative,unreviewed,0.347,0.97,0.68,,Confetti weighs almost nothing
cotton,cotton,0.621,,,light_things,has_property,alternative,unreviewed,0.294,0.97,0.68,,Cotton weighs almost nothing
dust,dust,0.63,,,light_things,has_property,alternative,unreviewed,0.291,0.97,0.68,,Dust weighs almost nothing
feather,feather,0.527,,,light_things,has_property,alternative,unreviewed,0.32,0.97,0.68,,Feather weighs almost nothing
foam,foam,0.54,,,light_things,has_property,alternative,unreviewed,0.317,0.97,0.68,,Foam weighs almost nothing
leaf,leaf,0.603,,,light_things,has_property,alternative,unreviewed,0.299,0.97,0.68,,Leaf weighs almost nothing
petal,petal,0.434,,,light_things,has_property,alternative,unreviewed,0.347,0.97,0.68,,Petal weighs almost nothing
seed,seed,0.624,,,light_things,has_property,alternative,unreviewed,0.293,0.97,0.68,,Seed weighs almost nothing
snowflake,snowflake,0.464,,,light_things,has_property,alternative,unreviewed,0.338,0.97,0.68,,Snowflake weighs almost nothing
thread,thread,0.634,,,light_things,has_property,alternative,unreviewed,0.29,0.97,0.68,,Thread weighs almost nothing
tissue,tissue,0.617,tissue_paper,A soft paper used for wiping the nose or hands,light_things,has_property,alternative,unreviewed,0.295,0.97,0.68,,Tissue weighs almost nothing
hair,hair,0.726,,,light_things,has_property,approved,unreviewed,0.271,0.97,0.68,,Hair weighs almost nothing
paper,paper,0.724,,,light_things,has_property,approved,unreviewed,0.271,0.97,0.68,,Paper weighs almost nothing
straw,straw,0.57,straw_hay,Dried stalks of grain used as bedding,light_things,has_property,hard_only,unreviewed,0.308,0.97,0.68,,Straw weighs almost nothing
arrow,arrow,0.59,,,long_thin_things,has_property,alternative,unreviewed,0.296,0.97,0.7,,Arrow is long and thin
cane,cane,0.537,,,long_thin_things,has_property,alternative,unreviewed,0.312,0.97,0.7,,Cane is long and thin
chopstick,chopstick,0.317,,,long_thin_things,has_property,alternative,unreviewed,0.374,0.97,0.7,"[""obscure""]",Chopstick is long and thin
needle,needle,0.569,needle_sewing,A thin pointed tool with an eye for thread,long_thin_things,has_property,alternative,unreviewed,0.302,0.97,0.7,,Needle is long and thin
noodle,noodle,0.489,,,long_thin_things,has_property,alternative,unreviewed,0.325,0.97,0.7,,Noodle is long and thin
pencil,pencil,0.564,,,long_thin_things,has_property,alternative,unreviewed,0.304,0.97,0.7,,Pencil is long and thin
pole,pole,0.604,,,long_thin_things,has_property,alternative,unreviewed,0.292,0.97,0.7,,Pole is long and thin
ribbon,ribbon,0.544,,,long_thin_things,has_property,alternative,unreviewed,0.31,0.97,0.7,,Ribbon is long and thin
rope,rope,0.58,,,long_thin_things,has_property,alternative,unreviewed,0.299,0.97,0.7,,Rope is long and thin
ruler,ruler,0.549,,,long_thin_things,has_property,alternative,unreviewed,0.308,0.97,0.7,,Ruler is long and thin
snake,snake,0.604,,,long_thin_things,has_property,alternative,unreviewed,0.292,0.97,0.7,,Snake is long and thin
spaghetti,spaghetti,0.521,,,long_thin_things,has_property,alternative,unreviewed,0.316,0.97,0.7,,Spaghetti is long and thin
wire,wire,0.633,,,long_thin_things,has_property,alternative,unreviewed,0.284,0.97,0.7,,Wire is long and thin
worm,worm,0.539,,,long_thin_things,has_property,alternative,unreviewed,0.311,0.97,0.7,,Worm is long and thin
hair,hair,0.726,,,long_thin_things,has_property,approved,unreviewed,0.265,0.97,0.7,,Hair is long and thin
straw,straw,0.57,straw_tube,A thin tube for drinking,long_thin_things,has_property,hard_only,unreviewed,0.302,0.97,0.7,,Straw is long and thin
alarm,alarm,0.611,,,loud_things,has_property,alternative,unreviewed,0.29,0.97,0.7,,Alarm makes a loud noise
bell,bell,0.656,,,loud_things,has_property,alternative,unreviewed,0.278,0.97,0.7,,Bell makes a loud noise
chainsaw,chainsaw,0.457,,,loud_things,has_property,alternative,unreviewed,0.334,0.97,0.7,,Chainsaw makes a loud noise
drum,drum,0.587,,,loud_things,has_property,alternative,unreviewed,0.297,0.97,0.7,,Drum makes a loud noise
explosion,explosion,0.603,,,loud_things,has_property,alternative,unreviewed,0.293,0.97,0.7,,Explosion makes a loud noise
firework,firework,0.423,,,loud_things,has_property,alternative,unreviewed,0.344,0.97,0.7,,Firework makes a loud noise
gunshot,gunshot,0.499,,,loud_things,has_property,alternative,unreviewed,0.322,0.97,0.7,,Gunshot makes a loud noise
horn,horn,0.591,horn_sound,A device that makes a loud warning sound,loud_things,has_property,alternative,unreviewed,0.296,0.97,0.7,,Horn makes a loud noise
jackhammer,jackhammer,0.333,,,loud_things,has_property,alternative,unreviewed,0.37,0.97,0.7,"[""obscure""]",Jackhammer makes a loud noise
jet,jet,0.613,,,loud_things,has_property,alternative,unreviewed,0.29,0.97,0.7,,Jet makes a loud noise
motorcycle,motorcycle,0.581,,,loud_things,has_property,alternative,unreviewed,0.299,0.97,0.7,,Motorcycle makes a loud noise
siren,siren,0.494,,,loud_things,has_property,alternative,unreviewed,0.324,0.97,0.7,,Siren makes a loud noise
speaker,speaker,0.641,,,loud_things,has_property,alternative,unreviewed,0.282,0.97,0.7,,Speaker makes a loud noise
thunder,thunder,0.591,,,loud_things,has_property,alternative,unreviewed,0.296,0.97,0.7,,Thunder makes a loud noise
whistle,whistle,0.554,,,loud_things,has_property,alternative,unreviewed,0.307,0.97,0.7,,Whistle makes a loud noise
crowd,crowd,0.671,,,loud_things,has_property,approved,unreviewed,0.273,0.97,0.7,,Crowd makes a loud noise
breath,breath,0.646,,,quiet_things,has_property,alternative,unreviewed,0.32,0.97,0.65,,Breath makes almost no sound
breeze,breeze,0.551,,,quiet_things,has_property,alternative,unreviewed,0.348,0.97,0.65,,Breeze makes almost no sound
cat,cat,0.683,,,quiet_things,has_property,alternative,unreviewed,0.31,0.97,0.65,,Cat makes almost no sound
cloud,cloud,0.637,,,quiet_things,has_property,alternative,unreviewed,0.323,0.97,0.65,,Cloud makes almost no sound
feather,feather,0.527,,,quiet_things,has_property,alternative,unreviewed,0.354,0.97,0.65,,Feather makes almost no sound
library,library,0.694,,,quiet_things,has_property,alternative,unreviewed,0.307,0.97,0.65,,Library makes almost no sound
moth,moth,0.5,,,quiet_things,has_property,alternative,unreviewed,0.362,0.97,0.65,,Moth makes almost no sound
Shadow,shadow,0.634,,,quiet_things,has_property,alternative,unreviewed,0.324,0.97,0.65,,Shadow makes almost no sound
silk,silk,0.587,,,quiet_things,has_property,alternative,unreviewed,0.337,0.97,0.65,,Silk makes almost no sound
sleep,sleep,0.721,,,quiet_things,has_property,alternative,unreviewed,0.305,0.97,0.65,,Sleep makes almost no sound
snow,snow,0.666,,,quiet_things,has_property,alternative,unreviewed,0.315,0.97,0.65,,Snow makes almost no sound
tiptoe,tiptoe,0.377,,,quiet_things,has_property,alternative,unreviewed,0.397,0.97,0.65,,Tiptoe makes almost no sound
whisper,whisper,0.534,,,quiet_things,has_property,alternative,unreviewed,0.352,0.97,0.65,,Whisper makes almost no sound
mouse,mouse,0.616,mouse_animal,A small rodent with a long thin tail,quiet_things,has_property,hard_only,unreviewed,0.329,0.97,0.65,,Mouse makes almost no sound
apple,apple,0.68,apple_fruit,The round edible fruit of an apple tree,red_things,has_property,alternative,unreviewed,0.246,0.9,0.8,,Apples are typically red
barn,barn,0.57,,,red_things,has_property,alternative,unreviewed,0.277,0.97,0.7,,Barn is typically red in color
beet,beet,0.436,,,red_things,has_property,alternative,unreviewed,0.315,0.97,0.7,,Beet is typically red in color
brick,brick,0.607,,,red_things,has_property,alternative,unreviewed,0.267,0.97,0.7,,Brick is typically red in color
cardinal,cardinal,0.557,cardinal_bird,A bright red American songbird,red_things,has_property,alternative,unreviewed,0.281,0.97,0.7,,Cardinal is typically red in color
cherry,cherry,0.597,,,red_things,has_property,alternative,unreviewed,0.269,0.97,0.7,,Cherry is typically red in color
chili,chili,0.533,chili_pepper,A small hot pepper used to add heat,red_things,has_property,alternative,unreviewed,0.288,0.97,0.7,,Chili is typically red in color
fire truck,fire truck,0.65,,,red_things,has_property,alternative,unreviewed,0.254,0.97,0.7,"[""multiword""]",Fire truck is typically red in color
flame,flame,0.581,,,red_things,has_property,alternative,unreviewed,0.274,0.97,0.7,,Flame is typically red in color
ketchup,ketchup,0.494,,,red_things,has_property,alternative,unreviewed,0.299,0.97,0.7,,Ketchup is typically red in color
lipstick,lipstick,0.527,,,red_things,has_property,alternative,unreviewed,0.289,0.97,0.7,,Lipstick is typically red in color
lobster,lobster,0.521,,,red_things,has_property,alternative,unreviewed,0.291,0.97,0.7,,Lobster is typically red in color
radish,radish,0.397,,,red_things,has_property,alternative,unreviewed,0.327,0.97,0.7,,Radish is typically red in color
ruby,ruby,0.569,,,red_things,has_property,alternative,unreviewed,0.277,0.97,0.7,,Ruby is typically red in color
strawberry,strawberry,0.531,,,red_things,has_property,alternative,unreviewed,0.288,0.97,0.7,,Strawberry is typically red in color
tomato,tomato,0.55,,,red_things,has_property,alternative,unreviewed,0.283,0.97,0.7,,Tomato is typically red in color
valentine,valentine,0.539,,,red_things,has_property,alternative,unreviewed,0.286,0.97,0.7,,Valentine is typically red in color
blood,blood,0.729,,,red_things,has_property,approved,unreviewed,0.24,0.97,0.7,,Blood is typically red in color
rose,rose,0.689,,,red_things,has_property,approved,unreviewed,0.243,0.97,0.7,,Rose is typically red in color
stop sign,stop sign,0.707,,,red_things,has_property,approved,unreviewed,0.24,0.97,0.7,"[""multiword""]",Stop sign is typically red in color
apple,apple,0.68,apple_fruit,The round edible fruit of an apple tree,round_things,has_property,alternative,unreviewed,0.246,0.92,0.75,,An apple is round in shape
bagel,bagel,0.454,,,round_things,has_property,alternative,unreviewed,0.31,0.97,0.7,,Bagel is normally round in shape
ball,ball,0.72,ball_sphere,A round object used in games,round_things,has_property,alternative,unreviewed,0.24,0.97,0.7,,Ball is normally round in shape
balloon,balloon,0.557,,,round_things,has_property,alternative,unreviewed,0.281,0.97,0.7,,Balloon is normally round in shape
bubble,bubble,0.594,,,round_things,has_property,alternative,unreviewed,0.27,0.97,0.7,,Bubble is normally round in shape
button,button,0.651,button_clothing,A small disc that fastens clothing,round_things,has_property,alternative,unreviewed,0.254,0.97,0.7,,Button is normally round in shape
clock,clock,0.633,,,round_things,has_property,alternative,unreviewed,0.259,0.97,0.7,,Clock is normally round in shape
coaster,coaster,0.527,,,round_things,has_property,alternative,unreviewed,0.289,0.97,0.7,,Coaster is normally round in shape
coin,coin,0.599,,,round_things,has_property,alternative,unreviewed,0.269,0.97,0.7,,Coin is normally round in shape
cookie,cookie,0.581,,,round_things,has_property,alternative,unreviewed,0.274,0.97,0.7,,Cookie is normally round in shape
dial,dial,0.561,,,round_things,has_property,alternative,unreviewed,0.28,0.97,0.7,,Dial is normally round in shape
donut,donut,0.473,,,round_things,has_property,alternative,unreviewed,0.305,0.97,0.7,,Donut is normally round in shape
globe,globe,0.611,,,round_things,has_property,alternative,unreviewed,0.265,0.97,0.7,,Globe is normally round in shape
hoop,hoop,0.487,,,round_things,has_property,alternative,unreviewed,0.301,0.97,0.7,,Hoop is normally round in shape
lens,lens,0.596,,,round_things,has_property,alternative,unreviewed,0.27,0.97,0.7,,Lens is normally round in shape
marble,marble,0.566,marble_toy,A small glass ball children play with,round_things,has_property,alternative,unreviewed,0.278,0.97,0.7,,Marble is normally round in shape
moon,moon,0.671,moon_space,The natural satellite that orbits the earth,round_things,has_property,alternative,unreviewed,0.248,0.9,0.75,,The full moon looks like a round disc
orange,orange,0.66,orange_fruit,A round citrus fruit with an orange peel,round_things,has_property,alternative,unreviewed,0.251,0.95,0.8,,An orange is round in shape
pancake,pancake,0.479,,,round_things,has_property,alternative,unreviewed,0.303,0.97,0.7,,Pancake is normally round in shape
